실행일,실행,종료,퍼널,실행 담당자,제안 담당자,소재,목적,타겟,문구,예상 모수,랜딩,수단,혜택 상세,Braze1,Braze2,예약 생성 (건),이탈 가설,추가 혜택,채널,서비스 생애 단계,타겟 연령,설정 시간,리드타임,출발시각,타겟 차종,글로벌 대조군(건),순증(건),사업팀 전달,실험군,실험군_발송,실험군_1일이내_예약생성,실험군_예약전환율,실험군_3일이내_예약생성,실험군_3일이내_예약전환율,실험군_7일이내_예약생성,실험군_7일이내_예약전환율,대조군,대조군_발송,대조군_1일이내_예약생성,대조군_예약전환율,3일이내 예약생성.1,예약전환율.4,7일이내 예약생성.1,예약전환율.5
2025-09-17,True,False,미접속,조단,조단,,"[전기차 이용 유저 다시 데려오기]
최근 1년 내 전기차를 3회 이상 이용했지만, 최근 1개월 동안은 전기차 이용이 없는 회원 타겟팅.
전기차에 대한 이용 경험이 많은 회원들이기 때문에 전기차 주행요금 무료 혜택이 잘 워킹 할 것을 기대하는 동시에. 
최근 1개월 미이용자로 순증분에도 기여할 수 있음.","타겟 : 최근 1년 내 전기차 3회 이상 이용한 회원 중. 최근 1주내 앱 로그가 남아있지만 전기차 예약을 하지 않은 회원
모수 : 1,404 명 (LMS 수신 동의 적용)","(광고)[쏘카] 전기차 주행료 완전 무료

{{${first_name} | default: '회원'}}님! 최근에 전기차 자주 이용하셨네요?

지금 전기차를 예약하면 아래 2가지 혜택을 모두 받을 수 있어요.

(1) 주행요금 무조건 무료
(2) 대여요금 60% 할인

아래 링크로 전기차 무료로 타세요!
▶ https://get.socar.kr/5xs0kx",,전기차 전용 가지러가기,,,Promo_250917_타겟_조단_세일즈tf-전기차이용유도_카셰어링(전체)_LMS_AB테스트,,,,,LMS,,,,,,,,,,Variant,9420.0,1062.0,11.0,1110.0,11.8,1841.0,19.5,Control,330.0,38.0,12.0,,,,
2025-09-17,True,False,T4__존 마커 클릭,이나,이나,,"제주존 탐색 유저 대상 쿠폰 리마인드 [3일 미만]
- 현재 제주존 클릭 회원 대상으로 3일 이상/3일미만 분기하여 혜택안내 lms 발송중
- lms 수신했음에도 예약없는 회원 대상으로 예약유도 액션 필요 (lms 발송+1d)","- 항공 발권 정보가 없는 회원
- 기기 위치 제주 외 지역인 회원
- 신규회원 제외 (9/1 이후 가입회원 제외)
- 이용시간 3일 미만 설정 후 제주존 클릭했으나 1일 내 예약전환 없는 회원
- 여행존(제주) 캠페인에 진입한 회원 제외","[3일 미만]
(광고)[쏘카] 특가 1일 {{25,900-보유크레딧}}원
2박 3일(~72시간) {{77,700-보유크레딧}}원
👉제주 쿠폰 받기👈
[수신거부 : 설정]",,제주 쿠폰북,,,Promo_250915-0928_타겟_이나밤비_세일즈tf-T4-제주존탐색-3일미만설정_카셰어링(전체)_lms_AB테스트,,,"- 제주 외 지역에서 제주존 탐색은 여행 의도를 충분히 증명 
- 명확한 이용시간 찍었음에도 예약전환 되지 않은 건 가겨으로 인한 이탈 가능성이 높음
- 제주 특가 쿠폰 안내 시 예약전환 될 것이다",,푸시,,,,,,,,,,Variant,728.0,122.0,17.0,85.0,11.7,88.0,12.1,Control,16.0,2.0,13.0,,,,
2025-09-17,True,False,R1_결제 퍼널 이탈_예약 화면 진입,패트,패트,,내연차량 선택 후 결제페이지 진입 > 닫기(뒤로가기) 클릭한 회원에게 인앱메시지 (전기차),"- 내연 차량 선택 > 결제페이지 진입
- 뒤로가기 클릭 시 ","💡 전기차는 주행요금이 무제한 0원
이번엔 전기차로 합리적으로 이용하세요! 💯",,,,,Promo_250917-0930_타겟_패트_세일즈tf-전기차유도_R(Reservation)결제페이지-이탈-카셰어링(전체)_인앱메시지_AB테스트,,,- 내연차량 선택 후 결제페이지까지 도달했으나 뒤로가기 클릭한 회원에게 전기차 주행요금이 무료라는 점을 소구해 다시 예약 유도,,인앱메시지,,,,,,,,,,Variant,6476.0,3638.0,56.0,2062.0,31.8,1800.0,27.8,Control,0.0,0.0,,,,,
2025-09-18,True,False,미접속,패트,패트,,"추석 연휴 기간 KTX 예매 시도 시 접속 대기자 20만명 육박
연휴 기간 장거리 이동에 대한 니즈가 있는 고객들에게 전기차 주행요금이 무료인점을 안내함으로써 대체 가능한 카셰어링 제안","- 20-30대 > 전기차 배치존 클릭 경험 회원
","(광고)[쏘카]🚆KTX 매진됐다고?
🚗전기차 타고 편하게 고향 가세요!
⚡주행요금 0원 + 대여요금 60% 할인
[수신거부 : 설정]","· 모수 : 일 15000명
· 기본 전환 : 0.9% / 130명
· 목표 전환 : 2% / 305명",전기차 가지러가기,"- 주행요금 무료
- 15870(4시간 이상, 60%)",,Promo_250918_타겟_패트_세일즈tf-추석연휴전기차이용유도_카셰어링(전체)_앱푸시_AB테스트,,,,,푸시,,,,,,,,,,Variant,147362.0,7356.0,5.0,8688.0,5.9,15814.0,10.7,Control,9502.0,554.0,6.0,,,,
2025-09-18,True,False,미접속,패트,패트,,"추석 연휴 기간 KTX 예매 시도 시 접속 대기자 20만명 육박
연휴 기간 장거리 이동에 대한 니즈가 있는 가족 단위 고객에게 승합 차량 안내",- 40대 이상 가족 단위 이동 > 승합차 배치존 클릭 경험 회원,"(광고)[쏘카] 🚐추석 이동을 더 편하게!
주행요금 0원 전기차부터
넉넉한 승합차까지 준비했어요 🎑","· 모수 : 일 12000명
· 기본 전환 : 0.6% / 130명
· 목표 전환 : 1.5% / 181명","전기차,승합차 가지러가기
","- 주행요금 무료
- 15870(4시간 이상, 60%)",,Promo_250918_타겟_패트_세일즈tf-추석연휴승합이용유도_카셰어링(전체)_앱푸시_AB테스트,,,,,푸시,,,,,,,,,,Variant,59236.0,2874.0,5.0,3342.0,5.6,5953.0,10.0,Control,3930.0,196.0,5.0,,,,
2025-09-18,True,False,T2__대여시간 설정,헤브,헤브,,"[일정] 얼리버드 프로모션이 9/17 오픈으로 실발송 9/18부터 라이브
ㄴ 시간소요 : 프로모션 일정 파악 및 카탈로그 백데이터 기획 &셀렉션 기능 활용 관련 테스트 
[목표]
- 리드타임 별 분기 소재 중 1순위인 얼리버드 혜택을 최초 분기점으로 진행하여 미래 예약 수요에 대한 예약을 앞당긴다.

[플로우]
ㄴ 익월 예약 건 탐색 고객 대상 얼리버드 이벤트 기간이면 얼리버드 혜택 안내
ㄴ 얼리버드 혜택 기간이 아니면 기존 리드타임별 (*② 단기 계획형 ③ 중기 계획형 ④ 장기 계획형 플로우) 리마인드 소재 발송 

- 개선사항 : 미래 예약 탐색 고객 대상 1순위 소재인 얼리버드 반영
- 목적 : 미래 예약 니즈가 있는 고객 대상 빠른 예약 전환 유도
- 소재 : 얼리버드 혜택소구
- 가설 : 익월 예약 탐색 후 이탈 고객 대상 얼리버드 혜택 제공 가능 시점이라면 얼리버드 혜택 소구를 통해 미래수요를 앞당긴다.",익월 예약>1일~12일 출발 탐색 후 이탈 고객,"[헤브]대여시간 리마인드 캠페인 디벨롭 방향성 

(광고)[쏘카] 지금 예약해야 이득!
아까 본 📅10월 10일 출발➝ 🍂연휴 65% 쏰특가 적용 금액부터 알아보세요!
[수신거부 : 설정]","- 모수 : 4800명
- 기본 전환 : 14.3% / 676명
- 목표 전환 :  15% / 720명 (+43건)",socar-v2://legacy-web-view/community?car_id=1152&zone_id=20629,얼리버드 혜택,,Promo_250918-0924_타겟_헤브_세일즈tf-T2-대여시간설정후이탈-출발시간리마인드-리드타임익월탐색-얼리버드혜택_카셰어링(전체)_푸시_AB테스트,,,당장의 예약의사가 없어 탐색 후 이탈,,푸시,,,,,,,,,,Variant,1544.0,136.0,9.0,107.0,6.9,70.0,4.5,Control,1344.0,136.0,10.0,,,,
2025-09-18,True,False,T2__대여시간 설정,헤브,헤브,,"[일정] 얼리버드 프로모션이 9/17 오픈으로 실발송 9/18부터 라이브
ㄴ 시간소요 : 프로모션 일정 파악 및 카탈로그 백데이터 기획 &셀렉션 기능 활용 관련 테스트 
[목표]
- 리드타임 별 분기 소재 중 1순위인 얼리버드 혜택을 최초 분기점으로 진행하여 미래 예약 수요에 대한 예약을 앞당긴다.

[플로우]
ㄴ 익월 예약 건 탐색 고객 대상 얼리버드 이벤트 기간이면 얼리버드 혜택 안내
ㄴ 얼리버드 혜택 기간이 아니면 기존 리드타임별 (*② 단기 계획형 ③ 중기 계획형 ④ 장기 계획형 플로우) 리마인드 소재 발송 

- 개선사항 : 미래 예약 탐색 고객 대상 1순위 소재인 얼리버드 반영
- 목적 : 미래 예약 니즈가 있는 고객 대상 빠른 예약 전환 유도
- 소재 : 얼리버드 혜택소구
- 가설 : 익월 예약 탐색 후 이탈 고객 대상 얼리버드 혜택 제공 가능 시점이라면 얼리버드 혜택 소구를 통해 미래수요를 앞당긴다.",익월 예약>13~19일 출발 탐색 후 이탈 고객,"(광고)[쏘카] 지금 예약해야 이득!
아까 본 📅10월 17일 출발➝ 🔻70% 쏰특가 적용 금액부터 알아보세요!
[수신거부 : 설정]",,,,,Promo_250918-0924_타겟_헤브_세일즈tf-T2-대여시간설정후이탈-출발시간리마인드-리드타임익월탐색-얼리버드혜택_카셰어링(전체)_푸시_AB테스트,,,당장의 예약의사가 없어 탐색 후 이탈,,푸시,,,,,,,,,,Variant,1544.0,136.0,9.0,107.0,6.9,70.0,4.5,Control,1344.0,136.0,10.0,,,,
2025-09-18,True,False,T2__대여시간 설정,헤브,헤브,,"[일정] 얼리버드 프로모션이 9/17 오픈으로 실발송 9/18부터 라이브
ㄴ 시간소요 : 프로모션 일정 파악 및 카탈로그 백데이터 기획 &셀렉션 기능 활용 관련 테스트 
[목표]
- 리드타임 별 분기 소재 중 1순위인 얼리버드 혜택을 최초 분기점으로 진행하여 미래 예약 수요에 대한 예약을 앞당긴다.

[플로우]
ㄴ 익월 예약 건 탐색 고객 대상 얼리버드 이벤트 기간이면 얼리버드 혜택 안내
ㄴ 얼리버드 혜택 기간이 아니면 기존 리드타임별 (*② 단기 계획형 ③ 중기 계획형 ④ 장기 계획형 플로우) 리마인드 소재 발송 

- 개선사항 : 미래 예약 탐색 고객 대상 1순위 소재인 얼리버드 반영
- 목적 : 미래 예약 니즈가 있는 고객 대상 빠른 예약 전환 유도
- 소재 : 얼리버드 혜택소구
- 가설 : 익월 예약 탐색 후 이탈 고객 대상 얼리버드 혜택 제공 가능 시점이라면 얼리버드 혜택 소구를 통해 미래수요를 앞당긴다.",익월 예약>20~26일 출발 탐색 후 이탈 고객,"(광고)[쏘카] 지금 예약해야 이득!
아까 본 📅10월 22일 출발➝ 🔻73% 쏰특가 적용 금액부터 알아보세요!
[수신거부 : 설정]",,,,,Promo_250918-0924_타겟_헤브_세일즈tf-T2-대여시간설정후이탈-출발시간리마인드-리드타임익월탐색-얼리버드혜택_카셰어링(전체)_푸시_AB테스트,,,당장의 예약의사가 없어 탐색 후 이탈,,푸시,,,,,,,,,,Variant,1544.0,136.0,9.0,107.0,6.9,70.0,4.5,Control,1344.0,136.0,10.0,,,,
2025-09-18,True,False,T2__대여시간 설정,헤브,헤브,,"[일정] 얼리버드 프로모션이 9/17 오픈으로 실발송 9/18부터 라이브
ㄴ 시간소요 : 프로모션 일정 파악 및 카탈로그 백데이터 기획 &셀렉션 기능 활용 관련 테스트 
[목표]
- 리드타임 별 분기 소재 중 1순위인 얼리버드 혜택을 최초 분기점으로 진행하여 미래 예약 수요에 대한 예약을 앞당긴다.

[플로우]
ㄴ 익월 예약 건 탐색 고객 대상 얼리버드 이벤트 기간이면 얼리버드 혜택 안내
ㄴ 얼리버드 혜택 기간이 아니면 기존 리드타임별 (*② 단기 계획형 ③ 중기 계획형 ④ 장기 계획형 플로우) 리마인드 소재 발송 

- 개선사항 : 미래 예약 탐색 고객 대상 1순위 소재인 얼리버드 반영
- 목적 : 미래 예약 니즈가 있는 고객 대상 빠른 예약 전환 유도
- 소재 : 얼리버드 혜택소구
- 가설 : 익월 예약 탐색 후 이탈 고객 대상 얼리버드 혜택 제공 가능 시점이라면 얼리버드 혜택 소구를 통해 미래수요를 앞당긴다.",익월 예약>27~31일 출발 탐색 후 이탈 고객,"(광고)[쏘카] 지금 예약해야 이득!
아까 본 📅10월 30일 출발➝ 🔻75% 쏰특가 적용 금액부터 알아보세요!
[수신거부 : 설정]",,,,,Promo_250918-0924_타겟_헤브_세일즈tf-T2-대여시간설정후이탈-출발시간리마인드-리드타임익월탐색-얼리버드혜택_카셰어링(전체)_푸시_AB테스트,,,당장의 예약의사가 없어 탐색 후 이탈,,푸시,,,,,,,,,,Variant,1544.0,136.0,9.0,107.0,6.9,70.0,4.5,Control,1344.0,136.0,10.0,,,,
2025-09-22,True,False,미접속,조단,조단,,"[0903~0919 유입 회원]

전기차 주행요금 무료 paid 광고로 유입된 회원 타겟팅.
- 현재 전기차 수요는 존클릭부터 알 수 있음 > 존클릭 전 전기차 수요인지 확실X
- 외부 광고에서 전기차 수요를 알 수 있으면 앱 접속 시부터 타겟팅 가능",전0903~0919 전기차 주행요금 무료 paid 광고 클릭 회원,"(광고)[쏘카] 전기차 무료 광고 보셨나요?

그렇다면 잘 오셨습니다!
지금 쏘카에선 전기차 주행요금이 완전 무료거든요 :)

광고를 보고 오신 {{${first_name} | default: '회원'}}님을 위해 특별히! 대여요금도 60% 할인 쿠폰도 지급해 드렸어요.

두 혜택 모두 자동 적용되니 지금 바로 파격적인 할인가에 전기차를 이용해 보세요!

링크 클릭하고 전기차 예약하기
▶ https://get.socar.kr/16pykw","모수 : 6,200명
목표 전환 : 310명 (5%)",가지러가기,"- 60% 할인
- 주행 요금 무료",,Promo_250922_타겟_조단_세일즈tf-EV-paid광고-유입회원_EX(Extra)기타-이탈-카셰어링(전체)_lms_AB테스트,,,전기차 주행요금 무료 광고를 보고 유입된 회원이라 인앱에서 혜택을 한 번 더 알려주어 전기차 이용 유도,,LMS,,,,,,,,,,Variant,38460.0,1868.0,5.0,2002.0,5.2,2124.0,5.5,Control,1370.0,54.0,4.0,,,,
2025-09-22,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,밤비,패트,,"공항존 클릭 회원 대상 편도 소구

*제주공항 제외 (제주는 존클릭 / 존클릭 후 이탈 유저 액션 진행 중)
*하기 캠페인 수신 회원 제외
 - Promo_250918-1001_타겟_패트지아나_세일즈tf-공항/ktx존클릭후이탈_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트",- 공항존 클릭 시 (제주공항 제외),"공항에서 집까지는 【편도】가 정답 ✈️→🏠
👉 50km까지는 주행요금 0원 ","모수 : 1041
전환 : 17 (1.6%)
목표 : 40 (3.8%)",없음,,,Promo_250922-1005_타겟_밤비패트_세일즈tf-공항존클릭-편도안내_T(Trial)지도/차량화면-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,"- 공항존 클릭 유저는 이동 목적이 확실한 유저
- 반납에 부담이 없는 편도 서비스 안내를 통해 예약전환 유도",,인앱메시지,,,,,,,,,,Variant,2258.0,674.0,30.0,400.0,17.7,202.0,8.9,Control,0.0,0.0,,,,,
2025-09-22,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,밤비,밤비,,"공항존 클릭 회원 후 이탈한 회원 예약전환 유도

*제주공항 제외 (제주는 존클릭 / 존클릭 후 이탈 유저 액션 진행 중)
*하기 캠페인 수신 회원 제외
 - Promo_250918-1001_타겟_패트지아나_세일즈tf-공항/ktx존클릭후이탈_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트",- 공항존 클릭 후 인앱메시지 확인했으나 20분 내 예약없는 회원 (제주공항 제외),"(광고)[쏘카] (광고)[쏘카] 편도 50% 쿠폰 당첨🎉
#공항이름#에서 집까지 반값으로 이동하세요!
※ 쿠폰 소멸일 : 지급일로부터 1일
[수신거부 : 설정]","모수 : 1041
전환 : 17 (1.6%)
목표 : 60 (5.7%)
*혜택 지급에 의한 의지치 상향 (인앱메시지 대비)","편도 쿠폰 상세
socar-v2://open-url/internal?url=https%3A%2F%2Ffrontend.socar.kr%2Fcoupons%3Fmycoupon%3Dtrue%26policyId%3D15868","15868
대여 40% + 편도 50% (4시간 미만)",,Promo_250922-1005_타겟_밤비패트_세일즈tf-공항존클릭-편도쿠폰지급안내_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,"- 편도 안내했음에도 예약없는 회원은 이동 목적은 확실하나 가격 부담이 있을 것
- 대여 40% + 편도 50% 할인 쿠폰 지급 및 안내하여 예약전환 유도",,푸시,,,,,,,,,,Variant,1146.0,234.0,20.0,150.0,13.1,100.0,8.7,Control,52.0,12.0,23.0,,,,
2025-09-22,True,False,E_항공,이나,이나,,"STG_JEJU / 항공의 외부 COMM 받은 회원이 앱접속 > 전면 팝업 클릭(닫기/24시)
혜택 안내 슬라이드업 제공하여 제주 특가로 예약 전환 올리기","STG_JEJU / 항공의 외부 COMM 받은 회원이 앱접속 > 전면 팝업 클릭(닫기/24시)
","쿠폰 종료일 분기 (09/30)
[0일]
🚨제주 특가 종료 D-DAY🚨
보유 크레딧 {{크레딧}} 적용 시 [1일 {{25900-크레딧}}원]

[1일 이상]
🚨제주 특가 종료 D-{{ diff_in_days }}🚨
보유 크레딧 {{크레딧}} 적용 시 [1일 {{25900-크레딧}}원]",제주관련 stf-jeju comm 받은 회원 앱진입시 >> 이거 어떻게 구할지 고민중,랜딩 없음,"15912 - [제주특가] 제주 1일 25,900원 (12~24시간)",,Promo_250922-0930_타겟_이나_세일즈tf-제주comm-혜택인지_EX(Extra)기타-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,"쿠폰+크레딧등 제주탐색 회원의 경우 가지러가기 클릭 후 제주 탐색까지 뎁스가 1회 더 있기 때문에 인앱 노출 대상수가 줄어있음
1유저 1회로 빈도 최소화하여 진행",,인앱메시지,,,,,,,,,,Variant,2636.0,554.0,21.0,382.0,14.5,456.0,17.3,Control,0.0,0.0,,,,,
2025-09-22,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,훈스,훈스,,"· 여기러부르기 탐색 후 이탈한 회원에게 부름요금 무료 + 얼리버드 혜택 안내 유도
· 부름 탐색 회원은 장시간/장거리에 리드타임이 김
· 해당 회원에게 부름 무료 및 얼리버드 할인률 혜택을 안내하면 예약 전환에 기여할 수 있을 것",- 여기로부르기 탐색 후 20분 내 예약 없는 회원,"(광고) [쏘카] 부름을 무료로 이용하는 법🎁
부름요금 무료 + 대여요금 최대 75%할인 받는 법을 알려드려요👉
[수신거부 : 설정 ]","모수 : 1.1만 (마수동 : 0.6만 )
전환 : 960 (8.5% / 부름 한정)
목표 : 1,110(10% / 부름 한정)",socar-v2://legacy-web-view/community?car_id=1152&zone_id=20629,- 얼리버드 쿠폰,,Promo_250922-0926_타겟_훈스_세일즈tf-여기로부르기클릭후이탈-부름및쏰특가안내_EX(Extra)기타-이탈-편도/부름_푸시_AB테스트,,,"- 장시간/장거리 대여하는 회원은 가격에 대한 고민 있을 것
- 가장 저렴하게 이용할 수 있는 혜택을 안내하여 예약 유도",,푸시,,,,,,,,,,Variant,3862.0,792.0,21.0,605.0,15.7,431.0,11.2,Control,436.0,64.0,15.0,,,,
2025-09-23,True,False,T5__차량 상세 조회,훈스,훈스,,· 여기로부르기 영역의 전기차 예약 증가,[여기로부르기] 영역에서 전기차 리스트 클릭 회원,"지금 예약 중이신 {{차량}}은 주행요금이 완전무료🎁
주행거리 걱정 없이 예약하세요😊","- 모수 : 1,600명
- 기존 : 150(9%)
- 목표 : 240(15%)
",닫기,- 주행 요금 무료,,Promo_250923-1007_타겟_훈스_세일즈tf-여기로부르기전기차클릭_T(Trial)지도/차량화면-탐색-편도/부름_인앱메시지_AB테스트,,,혜택 가격 미인지,,인앱메시지,,,,,,,,,,Variant,779.0,292.0,37.0,178.0,22.8,78.0,10.0,Control,0.0,0.0,,,,,
2025-09-23,True,False,T3__대여 장소 검색,지아나,지아나,,"* 중간점검 논의 완료 건 
[검색/탐색 기반 이탈 회원]
특정 쏘카존 검색 후 이용 없는 회원 대상 부름 활용 예약 유도
> 기 운영 건에서 문구 수정 (50km 주행요금 무료 추가)","특정 쏘카존 검색 후 20분 내 예약 없는 유저
(++20분 내 결제페이지 조회 X)","(광고)[쏘카] 🔎'#{검색한 존 이름}' 쏘카존
차량이 없다면👉 부름으로 편하게 받아보세요!
주행요금 50km 무료 혜택도 즉시 적용✨
[수신거부 : 설정]","- 일 1,800명 
- 기존 378건 (21%)
- 목표 414건 (23%)",여기로부르기,"- 부름
- 주행요금 무료 ",,Promo_250923-1006_타겟_지아나_세일즈tf-검색후이탈유저-부름소구_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,희망 차종 부재,,푸시,,,,,,,,,,Variant,2940.0,564.0,19.0,382.0,13.0,282.0,9.6,Control,368.0,70.0,19.0,,,,
2025-09-23,True,False,T3__대여 장소 검색,조단,조단,,"- 목적 : 전기차 필터 클릭 후 예약 없는 회원 전기차 이용 유도
- 방향 : 전기차 주행 무료 + 대여 60% + 부름 50% 소구",전기차 필터(모두 선택) 회원,"(광고)[쏘카] 전기차 지금 무료예요!

{{${first_name} | default: '회원'}}님을 위한 전기차 3가지 혜택!
이 모든 걸 자동으로 적용해 드려요 :)
          
(1) 주행요금 조건 없이 무료
(2) 대여요금 60% 할인
(3) 부름요금 50% 할인

전기차 예약으로 바로 가기
▶ https://get.socar.kr/z34lwd
","모수 : 753
기본 : 35 (4.64%)
목표 : 75 (10%) (5.36% 증분)",가지러가기,"주행요금 조건 없이 무료
대여요금 60% 할인
부름요금 50% 할인",,Promo_250923-1006_타겟_조단_세일즈tf-EV필터선택_T(Trial)지도/차량화면-이탈-카셰어링(전체)_lms_AB테스트,,,희망 차종 부재,,LMS,,,,,,,,,,Variant,2162.0,510.0,24.0,330.0,15.3,236.0,10.9,Control,6.0,1.0,17.0,,,,
2025-09-24,True,False,T4__존 마커 클릭,이나,이나,,"Promo_250908-0921_타겟_이나_세일즈tf-경쟁존리드타임1시간이상_카셰어링(전체)_푸시_AB테스트
>> 기존 캠페인에서 할인율 변경 (쿠폰변경)
- 가격 비교로 이탈하기 전에 고할인 쿠폰 노출해 망설임 없이 예약 유도
- 빠른 전환을 통한 실적 하위 존 수요 대응","타겟: 경쟁존 클릭, 탐색~대여시작 1시간 이상 회원 +20m","[전기차]
(광고)[쏘카] 오늘 예약 시 60% 할인
주행요금 무제한 무료! 망설이지 말고 지금 예약하세요
[수신거부 : 설정]

[전기차외]
(광고)[쏘카] 오늘 예약 시 60% 할인
주행요금 50km 무료! 망설이지 말고 지금 예약하세요
[수신거부 : 설정]","- 기존 발송일: 09/08~09/21
- 09/23기준: 최근 30일 조회

모수 : 약 2만
기존 : 약 5,400건 (25%)
목표 : 5,600건 (28%)",최근 클릭존,"15925        4시간 미만 35%
15918        4~8시간 52%
15919        8~24시간 56%
15926        1~2일 60%",,Promo_250924-1014_타겟_이나_세일즈tf-경쟁존리드타임1시간이상_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,가격 초과,,푸시,,,,,,,,,,Variant,30052.0,7352.0,24.0,4479.0,14.9,3109.0,10.3,Control,988.0,240.0,24.0,,,,
2025-09-24,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,밤비,밤비,,"- 심야 편도 할인 + 주행요금 50km 무료인 점 안내하여 예약 생성 유도 (심야 편도 할인 혜택 적극 활용 필요)
- 전기차 주행요금 소재로 100% 전환
- 출발시간 설정에 따른 문구 개인화로 예약생성 유도
  └ 기존문구 : (광고)[쏘카] 18시부터 편도요금 50%⬇️
*중간점검 고도화 건","출발시간 기준 17:00~03:59 설정회원 중 편도 토글 클릭 후 20분 내 예약 없는 회원

*3일 1회 발송","[출발시간 17시~18시]
(광고)[쏘카] {{출발시간}}시부터 편도요금 50%⬇️
편도요금 최대 1만원 할인! 
전기차는 주행요금까지 무료예요⚡️
[수신거부 : 설정]

[그 외]
(광고)[쏘카] 오전/저녁 {{출발시간}}시 편도 50% 할인✅
편도요금 최대 1만원 할인! 
전기차는 주행요금까지 무료예요⚡️
[수신거부 : 설정]","모수 : 4,593
기존 : 932건 (20%)
목표 : 1,060건 (23%)",최근 클릭존,,,Promo_250924-1007_타겟_밤비_세일즈tf-편도클릭후이탈(심야)_T(Trial)지도/차량화면-이탈-편도/부름_푸시_AB테스트,,,혜택 가격 미인지,,푸시,,,,,,,,,,Variant,678.0,160.0,24.0,89.0,13.1,69.0,10.2,Control,244.0,38.0,16.0,,,,
2025-09-25,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,키네/마이클/헤브,훈스,,"· 목적 : [당일최저가] 차량 완판
·캠페인 플로우
ㄴ트리거 종류 : Action based
ㄴ대상자 : 15시 이후부터 당일 마감특가 차량을 클릭한 고객
ㄴ플로우 : 클릭 이후 30분 간 예약 없는 경우 > 추가 쿠폰 2종 발급 > 푸시 발송

데이터 확인
차량 클릭 시 마감특가 여부 & 예약가능여부 프로퍼티 유무 확인

중형이상 : 725,439,309,229,423,639,652,224,228,641,640,636,414,305,493
중형미만 : 218,466,357,197,217,225,411,651,223,319,356,395,213
",15시 이후부터 당일 마감특가 차량을 클릭 후 30분 간 예약이 없는 고객,"(광고)[쏘카] 아까 본 {{차종명}} 가격🔻
지금부터 {{13}}시간 빌려도 💥17,900원💥
🤫백혜원님께만 몰래 온 파격 쿠폰!
[수신거부 : 설정]

(광고)[쏘카] 아까 본 {{차종명}} 가격🔻
지금부터 {{13}}시간 빌려도 💥21,900원💥
🤫백혜원님께만 몰래 온 파격 쿠폰!
[수신거부 : 설정]","- 모수 : 3382
- 기존 : 1253(37.1%)
- 목표 : 1304(38.6%)
- 증분 : +51(+1.5%.p)

※ [마감특가] 차종 클릭 후 전환율 1.5%.p 증분 목표
ㄴ 마감특가 차종 전환수 보조지표로 쿼리 포함 ",15929 내 쿠폰함,"쿠폰
15929: 중형미만 17시간(15시 - 익일 08시) 17900원
15930: 중형이상 17시간(15시 - 익일 08시) 21900원 ",,Promo_250925-1008_타겟_헤브_세일즈tf-T5-15시이후슈퍼딜차클릭후이탈-추가슈퍼딜쿠폰_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,가격 초과,,푸시,,,,,,,,,,Variant,849.0,223.0,26.0,0.0,0.0,0.0,0.0,Control,32.0,10.0,31.0,,,,
